EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: Belfort vs Henderson 2,Godofredo Pepey vs. Sam Sicilia,Round 1,Sam Sicilia,0.0,11 of 15,73%,18 of 22,1 of 1,100%,0.0,0.0,0:54,11 of 14,0 of 1,0 of 0,0 of 1,0 of 0,11 of 14
UFC Fight Night: Belfort vs Henderson 2,Thiago Perpetuo vs. Omari Akhmedov,Round 1,Thiago Perpetuo,1.0,18 of 28,64%,22 of 36,1 of 1,100%,0.0,0.0,0:46,16 of 26,2 of 2,0 of 0,3 of 9,7 of 9,8 of 10
UFC Fight Night: Belfort vs Henderson 2,Thiago Perpetuo vs. Omari Akhmedov,Round 1,Omari Akhmedov,1.0,14 of 20,70%,22 of 30,1 of 5,20%,1.0,0.0,2:07,8 of 14,2 of 2,4 of 4,6 of 7,6 of 9,2 of 4
UFC Fight Night: Belfort vs Henderson 2,Thiago Tavares vs. Justin Salas,Round 1,Thiago Tavares,0.0,7 of 11,63%,20 of 24,1 of 1,100%,1.0,0.0,1:17,4 of 8,3 of 3,0 of 0,5 of 9,1 of 1,1 of 1
UFC Fight Night: Belfort vs Henderson 2,Thiago Tavares vs. Justin Salas,Round 1,Justin Salas,0.0,4 of 17,23%,14 of 27,0 of 0,---,0.0,0.0,0:17,3 of 12,0 of 1,1 of 4,1 of 11,0 of 1,3 of 5
UFC Fight Night: Belfort vs Henderson 2,Adriano Martins vs. Daron Cruickshank,Round 1,Adriano Martins,0.0,13 of 19,68%,24 of 31,0 of 0,---,0.0,0.0,1:48,8 of 14,3 of 3,2 of 2,10 of 14,0 of 0,3 of 5
UFC Fight Night: Belfort vs Henderson 2,Adriano Martins vs. Daron Cruickshank,Round 2,Adriano Martins,0.0,3 of 3,100%,14 of 14,1 of 1,100%,1.0,0.0,2:16,3 of 3,0 of 0,0 of 0,0 of 0,0 of 0,3 of 3
UFC Fight Night: Belfort vs Henderson 2,Adriano Martins vs. Daron Cruickshank,Round 1,Daron Cruickshank,0.0,6 of 24,25%,7 of 25,0 of 1,0%,0.0,0.0,0:00,0 of 9,3 of 7,3 of 8,6 of 24,0 of 0,0 of 0
UFC Fight Night: Belfort vs Henderson 2,Adriano Martins vs. Daron Cruickshank,Round 2,Daron Cruickshank,0.0,2 of 2,100%,2 of 2,0 of 0,---,0.0,0.0,0:00,1 of 1,1 of 1,0 of 0,2 of 2,0 of 0,0 of 0
UFC Fight Night: Belfort vs Henderson 2,Jose Maria vs. Dustin Ortiz,Round 1,Jose Maria,0.0,16 of 30,53%,21 of 35,2 of 4,50%,1.0,0.0,1:07,5 of 16,1 of 2,10 of 12,12 of 26,3 of 3,1 of 1
UFC Fight Night: Belfort vs Henderson 2,Jose Maria vs. Dustin Ortiz,Round 2,Jose Maria,0.0,24 of 46,52%,25 of 47,0 of 2,0%,1.0,0.0,0:29,8 of 28,3 of 5,13 of 13,22 of 44,2 of 2,0 of 0
UFC Fight Night: Belfort vs Henderson 2,Jose Maria vs. Dustin Ortiz,Round 3,Jose Maria,0.0,3 of 4,75%,9 of 10,0 of 0,---,0.0,0.0,0:00,0 of 1,1 of 1,2 of 2,0 of 1,3 of 3,0 of 0
UFC Fight Night: Belfort vs Henderson 2,Jose Maria vs. Dustin Ortiz,Round 1,Dustin Ortiz,0.0,13 of 33,39%,25 of 48,2 of 3,66%,0.0,0.0,1:41,3 of 22,5 of 5,5 of 6,7 of 26,5 of 6,1 of 1
UFC Fight Night: Belfort vs Henderson 2,Jose Maria vs. Dustin Ortiz,Round 2,Dustin Ortiz,0.0,22 of 51,43%,24 of 53,1 of 2,50%,0.0,0.0,0:56,13 of 42,5 of 5,4 of 4,13 of 42,5 of 5,4 of 4
UFC Fight Night: Belfort vs Henderson 2,Jose Maria vs. Dustin Ortiz,Round 3,Dustin Ortiz,0.0,20 of 20,100%,54 of 54,1 of 2,50%,0.0,0.0,3:00,12 of 12,7 of 7,1 of 1,0 of 0,4 of 4,16 of 16
UFC Fight Night: Fight for the Troops 3,Tim Kennedy vs. Rafael Natal,Round 1,Tim Kennedy,1.0,13 of 31,41%,13 of 31,0 of 0,---,0.0,0.0,0:02,7 of 24,1 of 2,5 of 5,9 of 27,0 of 0,4 of 4
UFC Fight Night: Fight for the Troops 3,Tim Kennedy vs. Rafael Natal,Round 1,Rafael Natal,0.0,13 of 35,37%,13 of 35,0 of 1,0%,0.0,0.0,0:00,5 of 21,2 of 6,6 of 8,13 of 35,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,Liz Carmouche vs. Alexis Davis,Round 1,Liz Carmouche,0.0,15 of 30,50%,15 of 30,0 of 0,---,0.0,0.0,0:00,4 of 18,1 of 2,10 of 10,15 of 30,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,Liz Carmouche vs. Alexis Davis,Round 2,Liz Carmouche,0.0,14 of 30,46%,16 of 33,1 of 1,100%,0.0,0.0,0:09,8 of 22,2 of 4,4 of 4,13 of 28,1 of 1,0 of 1
UFC Fight Night: Fight for the Troops 3,Liz Carmouche vs. Alexis Davis,Round 3,Liz Carmouche,0.0,14 of 25,56%,34 of 50,0 of 0,---,0.0,0.0,0:09,9 of 20,4 of 4,1 of 1,11 of 21,3 of 4,0 of 0
UFC Fight Night: Fight for the Troops 3,Liz Carmouche vs. Alexis Davis,Round 1,Alexis Davis,0.0,12 of 48,25%,12 of 48,0 of 0,---,0.0,0.0,0:00,6 of 37,0 of 0,6 of 11,12 of 48,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,Liz Carmouche vs. Alexis Davis,Round 2,Alexis Davis,0.0,17 of 65,26%,27 of 75,1 of 1,100%,0.0,0.0,1:05,8 of 52,2 of 2,7 of 11,15 of 59,1 of 5,1 of 1
UFC Fight Night: Fight for the Troops 3,Liz Carmouche vs. Alexis Davis,Round 3,Alexis Davis,0.0,21 of 58,36%,30 of 67,0 of 0,---,0.0,0.0,2:02,8 of 36,5 of 10,8 of 12,11 of 41,10 of 17,0 of 0
UFC Fight Night: Fight for the Troops 3,Ronny Markes vs. Yoel Romero,Round 1,Ronny Markes,0.0,4 of 22,18%,7 of 25,2 of 4,50%,0.0,0.0,0:48,1 of 12,1 of 3,2 of 7,3 of 17,0 of 3,1 of 2
UFC Fight Night: Fight for the Troops 3,Ronny Markes vs. Yoel Romero,Round 2,Ronny Markes,0.0,8 of 38,21%,9 of 39,0 of 1,0%,0.0,0.0,0:00,6 of 34,2 of 4,0 of 0,8 of 37,0 of 1,0 of 0
UFC Fight Night: Fight for the Troops 3,Ronny Markes vs. Yoel Romero,Round 3,Ronny Markes,0.0,6 of 15,40%,6 of 15,0 of 1,0%,0.0,0.0,0:00,2 of 11,2 of 2,2 of 2,6 of 15,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,Ronny Markes vs. Yoel Romero,Round 1,Yoel Romero,0.0,16 of 41,39%,16 of 41,0 of 1,0%,0.0,0.0,0:00,5 of 20,2 of 5,9 of 16,15 of 37,1 of 4,0 of 0
UFC Fight Night: Fight for the Troops 3,Ronny Markes vs. Yoel Romero,Round 2,Yoel Romero,0.0,21 of 43,48%,23 of 46,0 of 0,---,0.0,0.0,0:41,13 of 33,4 of 4,4 of 6,18 of 36,3 of 4,0 of 3
UFC Fight Night: Fight for the Troops 3,Ronny Markes vs. Yoel Romero,Round 3,Yoel Romero,1.0,13 of 20,65%,13 of 20,0 of 0,---,0.0,0.0,0:08,9 of 15,3 of 3,1 of 2,11 of 18,0 of 0,2 of 2
UFC Fight Night: Fight for the Troops 3,Jorge Masvidal vs. Rustam Khabilov,Round 1,Jorge Masvidal,0.0,15 of 41,36%,22 of 48,0 of 0,---,0.0,0.0,0:04,4 of 26,9 of 11,2 of 4,8 of 30,7 of 11,0 of 0
UFC Fight Night: Fight for the Troops 3,Jorge Masvidal vs. Rustam Khabilov,Round 2,Jorge Masvidal,0.0,11 of 34,32%,13 of 37,1 of 1,100%,0.0,0.0,0:38,2 of 22,5 of 7,4 of 5,6 of 24,4 of 4,1 of 6
UFC Fight Night: Fight for the Troops 3,Jorge Masvidal vs. Rustam Khabilov,Round 3,Jorge Masvidal,0.0,12 of 18,66%,12 of 18,0 of 1,0%,0.0,0.0,0:44,6 of 11,2 of 3,4 of 4,8 of 13,4 of 5,0 of 0
UFC Fight Night: Fight for the Troops 3,Jorge Masvidal vs. Rustam Khabilov,Round 1,Rustam Khabilov,0.0,12 of 39,30%,12 of 39,0 of 2,0%,0.0,0.0,0:23,10 of 32,2 of 7,0 of 0,10 of 36,2 of 3,0 of 0
UFC Fight Night: Fight for the Troops 3,Jorge Masvidal vs. Rustam Khabilov,Round 2,Rustam Khabilov,0.0,11 of 33,33%,13 of 35,1 of 3,33%,0.0,0.0,0:46,9 of 30,2 of 2,0 of 1,10 of 31,1 of 2,0 of 0
UFC Fight Night: Fight for the Troops 3,Jorge Masvidal vs. Rustam Khabilov,Round 3,Rustam Khabilov,1.0,9 of 28,32%,25 of 44,1 of 5,20%,1.0,0.0,1:41,8 of 24,1 of 4,0 of 0,7 of 25,1 of 1,1 of 2
UFC Fight Night: Fight for the Troops 3,Colton Smith vs. Michael Chiesa,Round 1,Colton Smith,0.0,0 of 7,0%,7 of 14,2 of 3,66%,1.0,0.0,2:26,0 of 4,0 of 1,0 of 2,0 of 7,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,Colton Smith vs. Michael Chiesa,Round 2,Colton Smith,0.0,4 of 11,36%,6 of 13,0 of 0,---,0.0,0.0,0:44,0 of 5,3 of 4,1 of 2,0 of 6,4 of 5,0 of 0
UFC Fight Night: Fight for the Troops 3,Colton Smith vs. Michael Chiesa,Round 1,Michael Chiesa,0.0,2 of 11,18%,3 of 12,0 of 0,---,1.0,1.0,1:10,1 of 9,0 of 0,1 of 2,2 of 11,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,Colton Smith vs. Michael Chiesa,Round 2,Michael Chiesa,0.0,5 of 8,62%,6 of 9,1 of 2,50%,1.0,0.0,0:11,4 of 7,1 of 1,0 of 0,5 of 8,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,King Green vs. James Krause,Round 1,King Green,1.0,20 of 54,37%,20 of 54,0 of 0,---,0.0,0.0,0:00,5 of 29,7 of 16,8 of 9,20 of 54,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,King Green vs. James Krause,Round 1,James Krause,0.0,22 of 64,34%,22 of 64,0 of 0,---,0.0,0.0,0:00,14 of 51,2 of 3,6 of 10,21 of 63,1 of 1,0 of 0
UFC Fight Night: Fight for the Troops 3,George Roop vs. Francisco Rivera,Round 1,George Roop,0.0,11 of 36,30%,17 of 43,1 of 4,25%,0.0,0.0,2:20,6 of 26,4 of 8,1 of 2,5 of 26,6 of 10,0 of 0
UFC Fight Night: Fight for the Troops 3,George Roop vs. Francisco Rivera,Round 2,George Roop,0.0,12 of 25,48%,12 of 25,0 of 0,---,0.0,0.0,0:00,8 of 19,1 of 3,3 of 3,11 of 23,1 of 2,0 of 0
UFC Fight Night: Fight for the Troops 3,George Roop vs. Francisco Rivera,Round 1,Francisco Rivera,0.0,10 of 31,32%,24 of 46,0 of 0,---,0.0,0.0,0:42,8 of 29,0 of 0,2 of 2,4 of 21,6 of 10,0 of 0
UFC Fight Night: Fight for the Troops 3,George Roop vs. Francisco Rivera,Round 2,Francisco Rivera,1.0,17 of 42,40%,18 of 43,0 of 1,0%,0.0,0.0,0:13,15 of 38,1 of 2,1 of 2,10 of 26,2 of 6,5 of 10
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,Round 1,Dennis Bermudez,0.0,17 of 32,53%,23 of 40,2 of 4,50%,2.0,1.0,2:56,14 of 29,1 of 1,2 of 2,4 of 13,1 of 2,12 of 17
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,Round 2,Dennis Bermudez,0.0,7 of 21,33%,27 of 42,2 of 2,100%,1.0,0.0,3:47,6 of 17,0 of 2,1 of 2,2 of 13,1 of 3,4 of 5
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,Round 3,Dennis Bermudez,0.0,20 of 51,39%,24 of 55,2 of 4,50%,1.0,0.0,1:18,15 of 42,2 of 4,3 of 5,15 of 42,3 of 5,2 of 4
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,Round 1,Steven Siler,0.0,5 of 18,27%,9 of 22,0 of 0,---,3.0,0.0,0:28,3 of 16,2 of 2,0 of 0,2 of 15,1 of 1,2 of 2
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,Round 2,Steven Siler,0.0,4 of 9,44%,11 of 16,0 of 0,---,0.0,0.0,0:17,2 of 7,2 of 2,0 of 0,1 of 6,3 of 3,0 of 0
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,Round 3,Steven Siler,0.0,14 of 50,28%,24 of 60,0 of 0,---,0.0,0.0,0:00,14 of 50,0 of 0,0 of 0,13 of 46,1 of 4,0 of 0
UFC Fight Night: Fight for the Troops 3,Amanda Nunes vs. Germaine de Randamie,Round 1,Amanda Nunes,0.0,14 of 57,24%,23 of 67,1 of 3,33%,0.0,0.0,2:41,14 of 53,0 of 0,0 of 4,0 of 5,0 of 0,14 of 52
UFC Fight Night: Fight for the Troops 3,Amanda Nunes vs. Germaine de Randamie,Round 1,Germaine de Randamie,0.0,1 of 6,16%,1 of 6,0 of 0,---,0.0,0.0,0:00,0 of 3,0 of 0,1 of 3,1 of 6,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,Chris Camozzi vs. Lorenz Larkin,Round 1,Chris Camozzi,0.0,21 of 52,40%,21 of 52,0 of 0,---,0.0,0.0,0:00,7 of 30,3 of 6,11 of 16,21 of 52,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,Chris Camozzi vs. Lorenz Larkin,Round 2,Chris Camozzi,0.0,28 of 59,47%,37 of 68,0 of 0,---,0.0,0.0,0:29,9 of 32,5 of 7,14 of 20,23 of 54,5 of 5,0 of 0
UFC Fight Night: Fight for the Troops 3,Chris Camozzi vs. Lorenz Larkin,Round 3,Chris Camozzi,0.0,15 of 36,41%,23 of 44,0 of 0,---,0.0,0.0,1:19,4 of 20,3 of 5,8 of 11,14 of 34,1 of 2,0 of 0
UFC Fight Night: Fight for the Troops 3,Chris Camozzi vs. Lorenz Larkin,Round 1,Lorenz Larkin,0.0,15 of 41,36%,18 of 44,0 of 0,---,0.0,0.0,0:19,4 of 26,1 of 4,10 of 11,11 of 37,3 of 3,1 of 1
UFC Fight Night: Fight for the Troops 3,Chris Camozzi vs. Lorenz Larkin,Round 2,Lorenz Larkin,0.0,14 of 42,33%,16 of 44,0 of 0,---,0.0,0.0,0:30,8 of 30,2 of 7,4 of 5,12 of 39,2 of 3,0 of 0
UFC Fight Night: Fight for the Troops 3,Chris Camozzi vs. Lorenz Larkin,Round 3,Lorenz Larkin,0.0,17 of 38,44%,28 of 49,0 of 0,---,0.0,0.0,0:14,8 of 24,5 of 10,4 of 4,6 of 26,11 of 12,0 of 0
UFC Fight Night: Fight for the Troops 3,Yves Edwards vs. Yancy Medeiros,Round 1,Yves Edwards,0.0,19 of 38,50%,19 of 38,0 of 0,---,0.0,0.0,0:00,11 of 26,4 of 8,4 of 4,18 of 36,1 of 2,0 of 0
UFC Fight Night: Fight for the Troops 3,Yves Edwards vs. Yancy Medeiros,Round 1,Yancy Medeiros,1.0,25 of 68,36%,25 of 68,0 of 0,---,0.0,0.0,0:04,14 of 50,10 of 15,1 of 3,22 of 65,0 of 0,3 of 3
UFC Fight Night: Fight for the Troops 3,Neil Magny vs. Seth Baczynski,Round 1,Neil Magny,0.0,9 of 19,47%,28 of 39,0 of 0,---,0.0,0.0,0:50,2 of 10,3 of 3,4 of 6,3 of 12,6 of 6,0 of 1
UFC Fight Night: Fight for the Troops 3,Neil Magny vs. Seth Baczynski,Round 2,Neil Magny,0.0,11 of 19,57%,35 of 46,0 of 1,0%,0.0,0.0,0:48,1 of 7,6 of 6,4 of 6,4 of 11,7 of 7,0 of 1
UFC Fight Night: Fight for the Troops 3,Neil Magny vs. Seth Baczynski,Round 3,Neil Magny,0.0,11 of 27,40%,41 of 58,2 of 2,100%,0.0,0.0,0:43,8 of 24,2 of 2,1 of 1,1 of 8,7 of 14,3 of 5
UFC Fight Night: Fight for the Troops 3,Neil Magny vs. Seth Baczynski,Round 1,Seth Baczynski,0.0,14 of 31,45%,18 of 36,1 of 1,100%,0.0,0.0,2:42,5 of 20,7 of 9,2 of 2,6 of 16,4 of 5,4 of 10
UFC Fight Night: Fight for the Troops 3,Neil Magny vs. Seth Baczynski,Round 2,Seth Baczynski,0.0,6 of 18,33%,12 of 24,1 of 4,25%,0.0,0.0,2:30,1 of 13,3 of 3,2 of 2,4 of 15,0 of 0,2 of 3
UFC Fight Night: Fight for the Troops 3,Neil Magny vs. Seth Baczynski,Round 3,Seth Baczynski,0.0,8 of 21,38%,16 of 31,1 of 6,16%,0.0,0.0,3:13,4 of 13,4 of 7,0 of 1,2 of 7,4 of 9,2 of 5
UFC Fight Night: Fight for the Troops 3,Derek Brunson vs. Brian Houston,Round 1,Derek Brunson,1.0,1 of 2,50%,1 of 2,0 of 0,---,1.0,0.0,0:30,1 of 1,0 of 0,0 of 1,1 of 2,0 of 0,0 of 0
UFC Fight Night: Fight for the Troops 3,Derek Brunson vs. Brian Houston,Round 1,Brian Houston,0.0,0 of 1,0%,0 of 1,0 of 0,---,0.0,0.0,0:00,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Lyoto Machida vs. Mark Munoz,Round 1,Lyoto Machida,1.0,5 of 10,50%,5 of 10,0 of 0,---,0.0,0.0,0:01,2 of 5,2 of 2,1 of 3,5 of 10,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Lyoto Machida vs. Mark Munoz,Round 1,Mark Munoz,0.0,0 of 3,0%,0 of 3,0 of 0,---,0.0,0.0,0:00,0 of 1,0 of 0,0 of 2,0 of 3,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Ross Pearson vs. Melvin Guillard,Round 1,Ross Pearson,0.0,3 of 11,27%,3 of 11,0 of 0,---,0.0,0.0,0:00,0 of 7,1 of 1,2 of 3,2 of 10,1 of 1,0 of 0
UFC Fight Night: Machida vs Munoz,Ross Pearson vs. Melvin Guillard,Round 1,Melvin Guillard,0.0,9 of 29,31%,9 of 29,0 of 1,0%,0.0,0.0,0:04,8 of 26,1 of 2,0 of 1,5 of 24,4 of 5,0 of 0
UFC Fight Night: Machida vs Munoz,Jimi Manuwa vs. Ryan Jimmo,Round 1,Jimi Manuwa,0.0,33 of 46,71%,35 of 48,0 of 2,0%,0.0,0.0,1:02,4 of 14,6 of 7,23 of 25,11 of 21,22 of 25,0 of 0
UFC Fight Night: Machida vs Munoz,Jimi Manuwa vs. Ryan Jimmo,Round 2,Jimi Manuwa,0.0,15 of 26,57%,16 of 28,0 of 2,0%,0.0,0.0,0:33,4 of 12,3 of 5,8 of 9,10 of 19,5 of 7,0 of 0
UFC Fight Night: Machida vs Munoz,Jimi Manuwa vs. Ryan Jimmo,Round 1,Ryan Jimmo,0.0,20 of 34,58%,20 of 34,0 of 0,---,0.0,0.0,1:14,6 of 17,6 of 8,8 of 9,10 of 22,10 of 12,0 of 0
UFC Fight Night: Machida vs Munoz,Jimi Manuwa vs. Ryan Jimmo,Round 2,Ryan Jimmo,0.0,16 of 20,80%,17 of 21,0 of 1,0%,0.0,0.0,1:48,5 of 9,3 of 3,8 of 8,7 of 10,9 of 10,0 of 0
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck,Round 1,Norman Parke,0.0,12 of 39,30%,12 of 39,1 of 1,100%,0.0,0.0,0:08,10 of 34,2 of 2,0 of 3,11 of 38,1 of 1,0 of 0
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck,Round 2,Norman Parke,0.0,40 of 110,36%,41 of 111,0 of 0,---,0.0,0.0,0:00,34 of 102,6 of 8,0 of 0,40 of 109,0 of 1,0 of 0
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck,Round 3,Norman Parke,0.0,29 of 97,29%,29 of 98,0 of 0,---,0.0,0.0,0:00,22 of 87,6 of 9,1 of 1,29 of 95,0 of 2,0 of 0
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck,Round 1,Jon Tuck,0.0,23 of 50,46%,25 of 52,0 of 1,0%,0.0,0.0,0:00,11 of 36,4 of 6,8 of 8,21 of 47,2 of 3,0 of 0
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck,Round 2,Jon Tuck,0.0,20 of 56,35%,20 of 56,0 of 0,---,0.0,0.0,0:00,10 of 41,5 of 7,5 of 8,20 of 56,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck,Round 3,Jon Tuck,0.0,24 of 72,33%,24 of 72,0 of 0,---,0.0,0.0,0:00,14 of 60,4 of 5,6 of 7,23 of 69,1 of 3,0 of 0
UFC Fight Night: Machida vs Munoz,Alessio Sakara vs. Nicholas Musoke,Round 1,Alessio Sakara,0.0,20 of 27,74%,28 of 35,1 of 1,100%,0.0,0.0,0:47,17 of 24,3 of 3,0 of 0,9 of 13,4 of 4,7 of 10
UFC Fight Night: Machida vs Munoz,Alessio Sakara vs. Nicholas Musoke,Round 1,Nicholas Musoke,0.0,12 of 24,50%,21 of 35,1 of 1,100%,1.0,0.0,1:46,9 of 21,1 of 1,2 of 2,6 of 16,5 of 7,1 of 1
UFC Fight Night: Machida vs Munoz,Phil Harris vs. John Lineker,Round 1,Phil Harris,0.0,14 of 38,36%,14 of 38,0 of 0,---,0.0,0.0,0:00,13 of 37,1 of 1,0 of 0,14 of 37,0 of 1,0 of 0
UFC Fight Night: Machida vs Munoz,Phil Harris vs. John Lineker,Round 1,John Lineker,3.0,31 of 68,45%,34 of 71,0 of 0,---,0.0,0.0,0:04,18 of 45,10 of 20,3 of 3,26 of 59,2 of 4,3 of 5
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann,Round 1,Al Iaquinta,0.0,15 of 61,24%,15 of 62,0 of 4,0%,0.0,0.0,0:34,9 of 51,6 of 10,0 of 0,15 of 60,0 of 1,0 of 0
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann,Round 2,Al Iaquinta,0.0,39 of 76,51%,40 of 77,0 of 1,0%,0.0,0.0,0:58,33 of 69,4 of 5,2 of 2,30 of 67,4 of 4,5 of 5
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann,Round 3,Al Iaquinta,0.0,31 of 60,51%,32 of 61,2 of 3,66%,0.0,0.0,1:22,20 of 48,5 of 6,6 of 6,30 of 57,1 of 3,0 of 0
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann,Round 1,Piotr Hallmann,0.0,25 of 66,37%,38 of 79,1 of 1,100%,0.0,0.0,0:08,15 of 47,6 of 10,4 of 9,25 of 66,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann,Round 2,Piotr Hallmann,0.0,19 of 47,40%,21 of 51,1 of 3,33%,0.0,0.0,0:14,11 of 36,6 of 9,2 of 2,18 of 46,0 of 0,1 of 1
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann,Round 3,Piotr Hallmann,0.0,22 of 63,34%,32 of 74,1 of 5,20%,0.0,0.0,0:04,14 of 50,6 of 9,2 of 4,22 of 62,0 of 1,0 of 0
UFC Fight Night: Machida vs Munoz,Luke Barnatt vs. Andrew Craig,Round 1,Luke Barnatt,1.0,28 of 82,34%,29 of 83,0 of 0,---,0.0,0.0,0:18,21 of 70,5 of 7,2 of 5,17 of 69,3 of 3,8 of 10
UFC Fight Night: Machida vs Munoz,Luke Barnatt vs. Andrew Craig,Round 2,Luke Barnatt,1.0,11 of 26,42%,13 of 28,1 of 1,100%,1.0,0.0,0:27,9 of 23,1 of 1,1 of 2,10 of 25,1 of 1,0 of 0
UFC Fight Night: Machida vs Munoz,Luke Barnatt vs. Andrew Craig,Round 1,Andrew Craig,0.0,19 of 49,38%,19 of 49,0 of 0,---,0.0,0.0,0:00,10 of 38,2 of 2,7 of 9,19 of 49,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Luke Barnatt vs. Andrew Craig,Round 2,Andrew Craig,0.0,7 of 18,38%,7 of 18,0 of 0,---,0.0,0.0,0:00,6 of 16,0 of 1,1 of 1,7 of 18,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Rosi Sexton vs. Jessica Andrade,Round 1,Rosi Sexton,0.0,22 of 59,37%,35 of 75,0 of 2,0%,0.0,0.0,0:10,14 of 51,2 of 2,6 of 6,20 of 57,2 of 2,0 of 0
UFC Fight Night: Machida vs Munoz,Rosi Sexton vs. Jessica Andrade,Round 2,Rosi Sexton,0.0,24 of 84,28%,25 of 85,1 of 3,33%,0.0,0.0,0:16,19 of 76,1 of 2,4 of 6,24 of 84,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Rosi Sexton vs. Jessica Andrade,Round 3,Rosi Sexton,0.0,42 of 102,41%,51 of 112,0 of 3,0%,0.0,0.0,0:08,31 of 88,2 of 2,9 of 12,41 of 101,1 of 1,0 of 0
UFC Fight Night: Machida vs Munoz,Rosi Sexton vs. Jessica Andrade,Round 1,Jessica Andrade,0.0,42 of 93,45%,51 of 104,1 of 2,50%,0.0,0.0,1:04,36 of 86,5 of 6,1 of 1,39 of 90,2 of 2,1 of 1
UFC Fight Night: Machida vs Munoz,Rosi Sexton vs. Jessica Andrade,Round 2,Jessica Andrade,0.0,91 of 138,65%,91 of 139,0 of 0,---,0.0,0.0,0:07,79 of 125,9 of 10,3 of 3,88 of 135,3 of 3,0 of 0
UFC Fight Night: Machida vs Munoz,Rosi Sexton vs. Jessica Andrade,Round 3,Jessica Andrade,0.0,73 of 113,64%,73 of 113,0 of 0,---,0.0,0.0,0:31,64 of 103,7 of 8,2 of 2,69 of 109,4 of 4,0 of 0
UFC Fight Night: Machida vs Munoz,Andy Ogle vs. Cole Miller,Round 1,Andy Ogle,0.0,2 of 8,25%,44 of 51,1 of 2,50%,0.0,0.0,1:11,0 of 5,2 of 3,0 of 0,2 of 8,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Andy Ogle vs. Cole Miller,Round 2,Andy Ogle,0.0,4 of 6,66%,18 of 21,0 of 3,0%,0.0,0.0,2:46,2 of 4,0 of 0,2 of 2,4 of 6,0 of 0,0 of 0
UFC Fight Night: Machida vs Munoz,Andy Ogle vs. Cole Miller,Round 3,Andy Ogle,0.0,21 of 37,56%,50 of 66,1 of 1,100%,0.0,0.0,3:47,12 of 25,6 of 9,3 of 3,17 of 28,0 of 0,4 of 9
UFC Fight Night: Machida vs Munoz,Andy Ogle vs. Cole Miller,Round 1,Cole Miller,0.0,12 of 18,66%,18 of 24,0 of 0,---,0.0,1.0,2:57,9 of 15,3 of 3,0 of 0,7 of 13,3 of 3,2 of 2
UFC Fight Night: Machida vs Munoz,Andy Ogle vs. Cole Miller,Round 2,Cole Miller,0.0,3 of 8,37%,24 of 30,0 of 0,---,1.0,1.0,1:30,3 of 8,0 of 0,0 of 0,3 of 8,0 of 0,0 of 0
